"Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"10378","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",4967,39714.43
"10408","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",9135,72448.71
"10439","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",12225,96127.95
"10470","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",17954,140700.73
"10500","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",22068,173409.24
"10531","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",26090,204371.93
"10561","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",36448,287247
"10592","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",36302,282391.44
"10623","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2941,23148.01
"10651","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",541,4348.78
"10682","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",767,6550.22
"10712","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2279,18499.63
"10743","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",5266,43124.39
"10773","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",9562,78377.59
"10804","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",14337,115507.94
"10835","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",19737,161899.49
"10865","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",24258,196995.86
"10896","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",29922,243630.22
"10926","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",38450,313002.5
"10957","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",41025,328431.29
"10988","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3505,27130.01
"11017","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",458,4136.98
"11048","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",873,7232.98
"11078","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2700,22192.55
"11109","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",5852,48434.51
"11139","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",11712,97137.9
"11170","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",16963,138554.27
"11201","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",20135,163874.45
"11231","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",28555,233750.29
"11262","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",32882,269230.63
"11292","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",38491,318346.07
"11323","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",42080,339038.02
"11354","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2112,17061.69
"11382","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",463,4620.02
"11413","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",700,6489.94
"11443","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2206,21322.19
"11474","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",4282,41579.79
"11504","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",7937,76438.57
"11535","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",11871,114604.69
"11566","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",13966,134915.77
"11596","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",19941,195897.18
"11627","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",25445,252514.93
"11657","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",27483,271892.92
"11688","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",28944,278323.69
"11719","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1092,10748.98
"11747","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",297,3031.19
"11778","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",976,9266.48
"11808","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3347,31915.41
"11839","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",6203,59610.82
"11869","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",11644,111201.47
"11900","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",15202,144711.83
"11931","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",19927,191019.01
"11961","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",25143,239664.71
"11992","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",28193,273128.22
"12022","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",34567,331228.09
"12053","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",32641,305051.66
"12084","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1482,14267.91
"12112","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",382,3883.09
"12143","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",980,9865.64
"12173","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3453,33260.67
"12204","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",7096,67871.45
"12234","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",12401,116277.93
"12265","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",16081,151694.08
"12296","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",20499,194231.71
"12326","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",26566,254928.56
"12357","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",28358,271278.91
"12387","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",37391,356636.38
"12418","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",35547,330788.77
"12449","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2382,22049.63
"12478","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",450,4513.05
"12509","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1178,11500.07
"12539","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3980,38810.18
"12570","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",8183,76333.82
"12600","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",13470,125711.41
"12631","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",19109,181339.24
"12662","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",27912,268594
"12692","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",30765,295746
"12723","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",38072,364342
"12753","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",45602,432096
"12784","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",42322,397307
"12815","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2352,22645
"12843","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",521,4945
"12874","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",988,10137
"12904","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",2000,24275
"12935","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3666,45166
"12965","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",7291,87208
"12996","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",11143,139307
"13027","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",14575,193310
"13057","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",16561,222226
"13088","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",20853,278476
"13118","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",24297,324892
"13149","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",24533,328848
"13180","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1115,15658
"13208","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",247,3357
"13239","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",459,7043
"13269","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1701,24298
"13300","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3521,50002
"13330","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",6371,87995
"13361","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",10180,139554
"13392","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",12426,170975
"13422","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",17898,246168
"13453","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",20507,281065
"13483","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",23942,321195
"13514","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",26807,355767
"13545","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1299,18343
"13573","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",346,4341
"13604","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",471,6664
"13634","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1800,25993
"13665","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",4404,72972
"13695","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",7840,146069
"13726","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",12354,221031.79
"13757","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",14295,250362.35
"13787","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",16786,284312.68
"13818","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",21557,353687.3
"13848","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",25026,394241
"13879","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",26892,411110
"13910","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3273,48719
"13939","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",478,7249
"13970","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",591,9387
"14000","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",1891,28537
"14031","Concessional","Safety net","B","Blood and blood forming organs","B03","ANTIANAEMIC PREPARATIONS",3439,51758
"7851","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",473,7187
"7882","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",547,8243
"7913","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",701,9854
"7943","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1110,16421
"7974","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1146,16790
"8004","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1267,17915
"8035","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",897,12983
"8066","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",297,4915
"8095","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",256,3386
"8126","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",147,2166
"8156","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",150,2091
"8187","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",303,3994
"8217","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",460,6257.87
"8248","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",545,8645.19
"8279","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",695,11199
"8309","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",989,15127.42
"8340","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",931,14642.64
"8370","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1341,20089.38
"8401","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1204,19236.09
"8432","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",369,5503.89
"8460","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",202,3093.51
"8491","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",109,2008.75
"8521","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",183,2967.66
"8552","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",208,3101.19
"8582","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",369,4998.82
"8613","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",505,8371.66
"8644","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",679,10927.34
"8674","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",890,14483.26
"8705","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",979,15138.74
"8735","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1602,25326.59
"8766","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1192,20242.06
"8797","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",275,4717.67
"8825","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",155,1966.93
"8856","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",79,1058.19
"8886","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",112,1536.08
"8917","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",175,2733.17
"8947","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",300,4790.9
"8978","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",576,9758.81
"9009","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",690,10786.98
"9039","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",806,13708.05
"9070","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1166,19974.66
"9100","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1220,22165.42
"9131","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1139,20147.11
"9162","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",313,6454.39
"9190","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",124,2302.27
"9221","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",66,1009.02
"9251","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",168,2565.84
"9282","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",383,6124.32
"9312","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",384,6380.64
"9343","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",557,9317.07
"9374","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",842,14758.94
"9404","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1029,17528.69
"9435","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1244,22284.6
"9465","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1504,27623.98
"9496","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1222,22187.86
"9527","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",323,6388.01
"9556","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",69,1005.95
"9587","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",111,1801.95
"9617","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",166,2743.53
"9648","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",212,3702.06
"9678","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",451,7381.98
"9709","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",723,12541.96
"9740","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",858,15636.61
"9770","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1041,18858.83
"9801","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1088,19804.26
"9831","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1630,29856.83
"9862","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1124,21076.4
"9893","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",322,5469.82
"9921","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",128,2181.21
"9952","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",109,1605.8
"9982","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",209,3172.07
"10013","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",264,4231.82
"10043","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",548,9724.48
"10074","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",651,11460.93
"10105","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",965,17792.43
"10135","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1195,22438.75
"10166","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1112,20187.86
"10196","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1761,33768.05
"10227","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1072,19766.27
"10258","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",145,3074.32
"10286","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",77,1404.58
"10317","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",98,1809.04
"10347","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",147,2448.3
"10378","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",234,4100.37
"10408","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",498,8828.37
"10439","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",510,10086.53
"10470","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",785,15121.79
"10500","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",773,14433.66
"10531","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",997,19681
"10561","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1332,25563.63
"10592","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",982,19861.32
"10623","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",197,4619.29
"10651","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",77,1513.96
"10682","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",47,634.08
"10712","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",130,2292.56
"10743","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",165,3057.79
"10773","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",344,6270.62
"10804","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",617,11980.02
"10835","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",822,14991.6
"10865","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",886,16493.08
"10896","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1269,23867.64
"10926","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",1545,29256.99
"10957","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",879,17322.19
"10988","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",322,5191.21
"11017","Concessional","Safety net","B","Blood and blood forming organs","B05","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS",43,871.58
