"State","Industry","Series ID","Month","Turnover"
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6513",4.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6543",6.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6574",3.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6605",4.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6634",4.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6665",4.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6695",5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6726",7.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6756",6.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6787",6.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6818",6.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6848",6.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6879",7.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6909",10.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6940",5.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6971",6.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","6999",7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7030",6.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7060",7.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7091",6.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7121",6.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7152",6.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7183",7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7213",6.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7244",7.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7274",8.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7305",6.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7336",6.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7364",7.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7395",6.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7425",9.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7456",7.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7486",7.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7517",7.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7548",6.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7578",7.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7609",7.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7639",9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7670",6.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7701",6.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7729",7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7760",7.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7790",7.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7821",7.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7851",8.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7882",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7913",6.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7943",7.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","7974",7.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8004",9.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8035",7.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8066",7.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8095",7.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8126",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8156",8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8187",9.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8217",8.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8248",8.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8279",7.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8309",7.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8340",7.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8370",11.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8401",7.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8432",7.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8460",9.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8491",11.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8521",11.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8552",8.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8582",9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8613",8.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8644",8.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8674",8.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8705",9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8735",13.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8766",8.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8797",7.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8825",7.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8856",7.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8886",7.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8917",7.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8947",9.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","8978",11
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9009",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9039",8.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9070",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9100",13.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9131",8.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9162",7.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9190",9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9221",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9251",8.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9282",9.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9312",9.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9343",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9374",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9404",8.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9435",8.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9465",12.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9496",9.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9527",7.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9556",8.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9587",9.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9617",9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9648",9.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9678",10.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9709",10.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9740",11.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9770",10.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9801",12.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9831",19
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9862",12.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9893",11.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9921",11
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9952",12.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","9982",13.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10013",14.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10043",15.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10074",14
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10105",13.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10135",15.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10166",15.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10196",23.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10227",14.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10258",11.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10286",13.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10317",13.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10347",13.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10378",13.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10408",15.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10439",13
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10470",12.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10500",13.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10531",14.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10561",22.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10592",14.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10623",14.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10651",17.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10682",14.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10712",15.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10743",16.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10773",18
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10804",16.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10835",15
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10865",16.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10896",16.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10926",22.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10957",17.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","10988",17.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11017",20.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11048",16.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11078",21
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11109",24.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11139",18.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11170",19
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11201",17.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11231",18
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11262",19.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11292",25.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11323",17.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11354",16.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11382",17.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11413",15.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11443",18.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11474",19.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11504",23.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11535",22.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11566",21
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11596",21.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11627",23.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11657",30.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11688",22.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11719",19.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11747",22
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11778",21.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11808",24.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11839",24.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11869",20.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11900",22.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11931",18.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11961",24.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","11992",25.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12022",35
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12053",26.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12084",25.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12112",27.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12143",27.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12173",28.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12204",29.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12234",28.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12265",28.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12296",28.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12326",26.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12357",30
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12387",41.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12418",30.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12449",25.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12478",28.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12509",26.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12539",27.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12570",31
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12600",31.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12631",30.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12662",26.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12692",27.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12723",28.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12753",42.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12784",27.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12815",22.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12843",24.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12874",24.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12904",25
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12935",28.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12965",27.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","12996",27.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13027",27.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13057",28.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13088",32
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13118",44
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13149",32.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13180",27.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13208",29.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13239",30.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13269",32.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13300",35.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13330",34.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13361",33.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13392",36.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13422",38.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13453",42.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13483",57.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13514",36.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13545",31.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13573",36.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13604",31.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13634",34.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13665",41
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13695",35.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13726",36
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13757",34.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13787",35
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13818",38.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13848",52.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13879",35.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13910",29.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13939",31.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","13970",31.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14000",34.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14031",37.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14061",34.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14092",34.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14123",31.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14153",33.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14184",36.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14214",56.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14245",35.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14276",30.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14304",34.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14335",32.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14365",37.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14396",42.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14426",36.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14457",36.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14488",33.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14518",35.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14549",37.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14579",57.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14610",35.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14641",27.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14669",31.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14700",28.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14730",29.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14761",35
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14791",31.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14822",30.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14853",28.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14883",29.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14914",29.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14944",49.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","14975",31.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15006",23.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15034",26.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15065",25.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15095",27.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15126",30.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15156",28.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15187",28.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15218",27.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15248",27
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15279",27.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15309",45
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15340",27.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15371",23.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15400",27.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15431",25.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15461",28.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15492",31.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15522",30.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15553",29.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15584",24.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15614",24.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15645",27.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15675",43.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15706",28.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15737",23.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15765",24.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15796",24.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15826",25.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15857",32.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15887",27.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15918",26.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15949",25.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","15979",30.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16010",33.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16040",53.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16071",32.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16102",25.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16130",27.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16161",26.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16191",27.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16222",32.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16252",30.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16283",30
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16314",30.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16344",30.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16375",34.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16405",50
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16436",32.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16467",26.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16495",28.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16526",26.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16556",29
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16587",33.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16617",30.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16648",29.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16679",27.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16709",29.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16740",32.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16770",49.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16801",32.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16832",30.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16861",31.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16892",30.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16922",31.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16953",35.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","16983",32.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17014",30
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17045",31.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17075",30.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17106",33.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17136",50.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17167",35.3
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17198",31.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17226",31.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17257",29.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17287",32.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17318",37.8
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17348",34.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17379",31.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17410",30.6
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17440",33
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17471",41.7
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17501",58.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17532",36.9
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17563",31.1
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17591",34.5
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17622",32.2
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17652",33.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17683",40.4
"Australian Capital Territory","Electrical and electronic goods retailing","A3349774V","17713",34.3
